Procedimento;RN;Vigencia;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA;;;X;SIM;SIM;SIM;SIM;X;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO;;;X;SIM;SIM;SIM;SIM;X;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
PULSOTERAPIA;;;X;SIM;SIM;SIM;SIM;X;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO);;;X;SIM;SIM;SIM;SIM;SIM;58;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
REDUÇÃO DE LUXAÇÃO DA ATM (COM DIRETRIZ DE UTILIZAÇÃO);;;SIM;SIM;SIM;SIM;SIM;X;96;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
REMINERALIZAÇÃO DENTÁRIA;;;SIM;SIM;X;X;X;X;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
SESSÃO DE ACUPUNTURA;;;X;SIM;X;X;SIM;X;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE UTILIZAÇÃO);571/2023;10/02/2023;X;SIM;SIM;SIM;SIM;SIM;159;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ DE UTILIZAÇÃO)  /2024  05/03/2024;581/2023;12/07/2023;X;SIM;SIM;SIM;SIM;SIM;599;161 TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO  (CLN) (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;22/10/2022;X;SIM;SIM;SIM;SIM;SIM;2;153 TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);;;X;SIM;SIM;SIM;SIM;SIM;65;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOPROFILÁTICA PARA O VÍRUS SINCICIAL RESPIRATÓRIO (VSR) (COM DIRETRIZ DE UTILIZAÇÃO)  /2024  03/02/2025;465/2021;01/04/2021;X;SIM;SIM;SIM;SIM;X;624;124 TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INALATÓRIA (NEBULIZAÇÃO);;;X;SIM;SIM;SIM;SIM;X;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO);592/2023;18/12/2023;X;SIM;SIM;SIM;SIM;SIM;163;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO);546/2022;03/10/2022;X;SIM;SIM;SIM;SIM;X;158;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA - PLANEJAMENTO;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;;;X;SIM;SIM;SIM;SIM;SIM;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;X;SIM;SIM;SIM;SIM;X;148;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
APÊNDICE PRÉ-AURICULAR - RESSECÇÃO;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;22/10/2022;X;SIM;X;X;SIM;X;154;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;02/01/2025;X;SIM;X;X;SIM;X;170;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
AUTONOMIZAÇÃO DE RETALHO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE FACE;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, UNHA, ETC;;;SIM;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO);;;X;X;SIM;SIM;SIM;X;18;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE PELE MÚLTIPLO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRÚRGICO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE HIGROMA CÍSTICO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO COM AUTO-ENXERTIA;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DE PELE E MUCOSAS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE PARTES MOLES;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE UNHA;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPANSÃO TISSULAR;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OU MUSCULARES CRUZADOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEO OU AXIAL;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MATRICECTOMIA;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO);;;X;SIM;SIM;SIM;SIM;X;51;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA EM Z OU W;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO);;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN);;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;X;SIM;SIM;SIM;SIM;X;148;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSECÇÃO DE RETALHO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO);;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO ABSCESSO DE UNHA (DRENAGEM);;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DA MIIASE FURUNCULÓIDE;;;X;SIM;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS MIOCUTÂNEOS OU MUSCULARES;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE FÍSTULA CUTÂNEA;;;X;X;SIM;SIM;SIM;X;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE LÁBIO (COM DIRETRIZ DE UTILIZAÇÃO);;;SIM;SIM;SIM;SIM;SIM;X;83;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO COM PLÁSTICA DE VERMELHÃO;;;X;X;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO COM RECONSTRUÇÃO COM OU SEM RETALHOS;;;X;X;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO EM CUNHA;;;X;SIM;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRENOTOMIA/FRENULOTOMIA LABIAL;;;SIM;SIM;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRENULECTOMIA  LABIAL;;;SIM;SIM;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
QUEILOPLASTIA PARA FISSURA LABIAL;;;X;X;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL;;;X;X;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO TOTAL DO LÁBIO;;;X;X;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE HIPERTROFIA DO LÁBIO;;;X;X;SIM;SIM;SIM;X;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADEQUAÇÃO DO MEIO BUCAL (COM DIRETRIZ DE UTILIZAÇÃO);;;SIM;X;X;X;X;X;78;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AJUSTE OCLUSAL POR ACRÉSCIMO;;;SIM;X;X;X;X;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AJUSTE OCLUSAL POR DESGASTE SELETIVO;;;SIM;X;X;X;X;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO CIRÚRGICO DO PALATO MOLE;;;X;X;SIM;SIM;SIM;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALVEOLOPLASTIA;;;SIM;X;X;X;X;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO RADICULAR COM OBTURAÇÃO RETRÓGRADA;;;SIM;X;X;X;X;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO RADICULAR SEM OBTURAÇÃO RETRÓGRADA;;;SIM;X;X;X;X;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APICETOMIA BIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;SIM;X;X;X;X;X;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
